-13,-78,-13,888,3896,-765,0,0
-2,-22,-27,907,3913,-756,0,0
4,22,-28,942,3897,-735,0,0
4,72,-10,964,3868,-768,0,0
14,95,1,984,3867,-774,0,0
14,66,-4,982,3872,-784,0,0
13,34,-12,933,3853,-828,0,0
30,89,-25,929,3915,-825,0,0
42,129,-46,1054,3941,-734,0,0
24,80,-46,1000,3975,-691,0,0
2,137,-53,924,3892,-594,0,0
-38,249,-51,792,3607,-710,0,0
-74,323,-4,917,3294,-867,0,0
0,301,79,650,2507,-985,0,0
153,596,227,507,1737,-964,0,0
276,910,260,-254,1803,-1361,0,0
1050,3029,-245,-3421,3486,-1734,0,0
2491,7673,-1468,-2067,6496,-1173,0,0
3349,9231,-1402,5684,8615,-6076,0,0
4257,8289,337,11629,11540,-7487,0,0
4095,6010,2853,12813,12595,-2574,0,0
2501,3794,5156,9734,10857,1357,0,0
516,2939,6522,6939,7511,3470,0,0
-1414,2093,7121,4038,8140,2403,0,0
-2555,942,7556,2361,9706,2562,0,0
-3032,995,7327,1486,9141,3286,0,0
-3659,1727,6664,1896,9662,2407,0,0
-4113,1513,5884,1676,8761,1679,0,0
-4400,1329,5275,2015,7948,600,0,0
-4431,2028,5102,746,7808,-2922,0,0
-3289,1471,4405,-4802,4986,-11506,0,0
-640,-1388,2476,-11748,125,-17625,0,0
2966,-1442,-611,-11881,-863,-12923,0,0
5200,720,-2728,-9187,-2768,-7051,0,0
5214,-1381,-4820,-3558,-1609,-2899,0,0
4232,-4222,-7221,658,7381,-636,0,0
3377,-3453,-7524,4739,14829,771,0,0
2656,-4997,-7371,5403,12345,1807,0,0
967,-4580,-7517,2092,10994,3733,0,0
-220,1227,-7102,3857,9947,2808,0,0
-724,-1700,-7081,4730,7797,1502,0,0
-2053,-3871,-6693,3595,6411,1124,0,0
-3261,-3592,-5772,5342,6548,-1411,0,0
-3570,-2593,-4473,6933,9748,-5753,0,0
-2210,-411,-2972,16550,9597,-129,0,0
2365,-1251,617,5627,13409,-10053,0,0
3891,814,3389,8650,16947,-4752,0,0
2809,4514,4294,8101,11994,-1899,0,0
2083,839,4526,4234,6619,2985,0,0
254,5063,5865,5395,5331,2003,0,0
-1524,2587,6993,3471,9054,2280,0,0
-2501,1829,7625,689,9650,3568,0,0
-3938,3105,7243,1437,9468,3015,0,0
-4973,2134,6154,1353,9673,2322,0,0
-5158,1580,5303,1464,9233,1686,0,0
-5148,1707,5051,1221,7983,1187,0,0
-5627,2103,4385,1712,4800,-3597,0,0
-4819,-647,3102,-3246,1759,-12593,0,0
-1454,-1171,2257,-8527,-3040,-17069,0,0
1701,-121,237,-10963,-4311,-15843,0,0
3933,1193,-1876,-7407,-2788,-10122,0,0
4517,-861,-4264,-2162,774,-5051,0,0
4499,-2494,-5415,440,7655,-1265,0,0
4446,-1712,-5319,2360,11019,1420,0,0
4352,-1551,-5353,2247,9853,2701,0,0
3962,-306,-5135,1299,8654,3279,0,0
3402,300,-5411,2145,8643,3366,0,0
2489,-2453,-6419,2096,7320,3192,0,0
751,-4654,-7128,2112,6810,2736,0,0
-1409,-4940,-6976,2531,8692,2245,0,0
-2903,-2899,-6327,6119,12728,-1388,0,0
-1863,1172,-5629,16053,12424,-6441,0,0
-22,-448,-2911,26463,13472,-14717,0,0
2732,398,2313,12900,13437,-4734,0,0
2087,4303,5958,9449,11913,-884,0,0
1308,1584,5987,4395,8839,2036,0,0
302,2539,5657,2627,6197,2756,0,0
-1664,3664,6362,3213,7728,1625,0,0
-2939,1060,6713,2284,10046,1408,0,0
-3252,579,6886,802,10080,2512,0,0
-4066,1561,6845,1348,10338,2646,0,0
-4756,1503,6304,890,10490,2002,0,0
-5009,3128,5776,87,8064,1374,0,0
-5468,3790,4454,508,3321,-2861,0,0
-5072,227,2680,-2418,1179,-9708,0,0
-2559,-1011,1851,-5751,-1068,-16223,0,0
634,-1280,394,-9383,-3713,-15943,0,0
3110,-54,-1525,-7316,-4428,-10270,0,0
4029,-557,-3571,-3228,-3060,-5461,0,0
4025,-1125,-4543,-1309,1221,-1519,0,0
3605,-879,-4649,78,5126,473,0,0
2931,-1919,-4919,1938,8976,1054,0,0
2416,-3947,-6144,1880,8650,2089,0,0
1515,-3692,-6864,1407,8177,2671,0,0
351,-2473,-6979,1770,8042,2032,0,0
-555,-1817,-6852,2029,7212,1606,0,0
-1484,-1479,-6308,1942,6505,1089,0,0
-2247,-1198,-5548,2194,6796,499,0,0
-2895,-1677,-5124,4364,10332,-728,0,0
-3135,-353,-4909,6988,13800,-4465,0,0
-2119,812,-3393,24501,13589,-65,0,0
2573,-1461,762,9570,14821,-6575,0,0
3110,9015,3904,8937,11008,-1954,0,0
1607,3004,5207,7099,9784,-1352,0,0
