31,30,-73,1356,3630,-413,0,0
16,0,-77,1327,3617,-394,0,0
23,14,-72,1262,3628,-419,0,0
70,132,-34,1210,3628,-448,0,0
125,282,19,1185,3597,-471,0,0
150,380,55,1208,3564,-505,0,0
118,351,49,1205,3522,-547,0,0
51,270,43,1203,3583,-597,0,0
-59,147,65,1174,3646,-692,0,0
-183,-38,98,1126,3669,-811,0,0
-266,-276,154,1036,3624,-850,0,0
-273,-400,222,1011,3644,-912,0,0
-180,-421,216,804,3713,-1133,0,0
-15,-113,199,883,3510,-1050,0,0
-11,-119,194,1100,3386,-932,0,0
-74,-399,114,1099,3627,-925,0,0
-52,-449,-17,1125,3801,-909,0,0
41,-397,-126,1090,3604,-837,0,0
194,-241,-138,1098,3536,-638,0,0
348,-22,-70,1159,3670,-434,0,0
426,190,8,1213,3832,-316,0,0
353,334,44,1304,3702,-340,0,0
145,183,37,1270,3413,-361,0,0
-107,-105,-13,1219,3279,-351,0,0
-315,-317,-117,1169,3237,-471,0,0
-388,-179,-157,1052,3061,-910,0,0
-374,43,-16,1004,2134,-2255,0,0
-165,-98,297,1578,1428,-4991,0,0
777,-1232,354,3538,2807,-6875,0,0
1899,-2367,211,3730,5203,-7780,0,0
3026,-2892,229,4217,7996,-9179,0,0
4379,-3355,-9,4346,11595,-9015,0,0
5502,-2925,-715,4191,12855,-6654,0,0
5549,-2578,-1110,3443,11095,-3389,0,0
4564,-2233,-1036,1230,5483,855,0,0
2830,-858,-551,-929,-85,1858,0,0
1502,219,-270,-839,-1285,1655,0,0
384,-986,-526,-24,-563,1641,0,0
-157,-1600,-864,-244,-72,1456,0,0
-35,-955,-606,293,-406,1740,0,0
39,-422,-161,256,-518,1923,0,0
-84,167,164,98,-623,1664,0,0
-262,598,567,-181,-997,1619,0,0
-710,471,716,-628,-819,559,0,0
-975,497,586,-833,-110,-738,0,0
-762,347,373,-596,566,-2449,0,0
-253,-260,-10,-835,1372,-2881,0,0
104,166,-141,-872,-50,-3454,0,0
-29,167,-30,-940,591,-4475,0,0
-2312,680,157,-763,546,-6469,0,0
-875,-192,340,-1815,1187,-9768,0,0
-891,-388,306,-2823,2643,-11478,0,0
-386,290,541,-3333,1998,-12051,0,0
-651,404,634,-2467,2550,-13106,0,0
-549,-818,295,-3643,3908,-11590,0,0
329,-138,33,-3024,3512,-10881,0,0
1024,-235,-354,-2522,3000,-8178,0,0
1322,-119,-498,-1544,1416,-5171,0,0
946,-399,-659,-629,870,-2435,0,0
374,11,-594,-265,-167,-314,0,0
-242,-318,-476,413,-496,-162,0,0
-459,-1695,-784,206,-75,419,0,0
-1,-1136,-778,-117,-272,1261,0,0
589,1194,-147,-87,-1068,1514,0,0
509,1846,525,760,-936,695,0,0
-37,404,492,299,-436,574,0,0
-412,-110,205,-294,-575,229,0,0
-533,-6,88,-407,-350,-331,0,0
-409,162,80,-544,-267,-599,0,0
-183,168,56,-537,-424,-824,0,0
119,-157,72,-286,330,-1066,0,0
454,-420,252,-536,131,-572,0,0
472,424,521,-751,-876,174,0,0
-475,942,732,219,-121,45,0,0
-1699,1644,1110,737,2272,-127,0,0
-2070,2918,1564,2024,6566,-1321,0,0
-2530,3908,1925,2372,7099,-908,0,0
-3763,5531,268,2636,8020,-1019,0,0
-5167,5251,-2550,4700,11452,-3842,0,0
-4858,6472,-4435,9656,16226,-8317,0,0
-2490,5490,-3847,16579,13433,-13584,0,0
804,4101,-2776,20134,6177,-13272,0,0
2144,-3405,2534,12924,10374,-10070,0,0
3941,-4580,3565,11358,13608,-5365,0,0
4753,-5937,3638,7526,15302,-1808,0,0
5178,-5945,2227,3009,11961,608,0,0
4408,-4599,557,195,6775,3187,0,0
2662,-2689,-399,-747,1375,3662,0,0
1510,-2062,-454,-813,-104,3375,0,0
1512,-1306,-649,-371,1183,3312,0,0
1338,-1183,-738,443,1681,3447,0,0
1152,-526,-631,-473,-21,4727,0,0
697,963,75,44,-1591,4219,0,0
-354,256,408,324,-760,3607,0,0
-1131,-193,300,-187,42,3141,0,0
-1528,416,238,-310,194,2403,0,0
-1736,1145,431,-283,355,2114,0,0
-2038,1513,497,-353,488,1930,0,0
-2470,1575,197,-161,1144,1169,0,0
-2779,1747,-146,284,2083,954,0,0
-3523,1871,-390,1407,4329,203,0,0
-4656,2232,-265,1763,7916,-891,0,0
-5689,3189,-443,3039,13165,-3296,0,0
-5497,2558,-1944,5792,11236,-4753,0,0
-5022,48,-2650,2970,9939,-4915,0,0
-3378,1524,-3640,2589,9973,-6262,0,0
-1388,2225,-907,4064,8626,-8056,0,0
308,467,-214,5478,9592,-6658,0,0
1497,-1671,614,4490,11298,-5909,0,0
2825,-2089,1268,3255,12006,-5337,0,0
3881,-2161,1581,3844,12683,-5535,0,0
4592,-2408,1498,3692,12465,-5097,0,0
5062,-2314,1268,3623,11921,-3851,0,0
5212,-2077,935,2862,10829,-2894,0,0
5151,-1520,650,740,7497,-569,0,0
4097,-1585,369,16,3052,1183,0,0
2598,-2459,-465,-955,-40,2584,0,0
2080,-2231,-1261,-281,621,3837,0,0
2062,-756,-1133,339,1926,5197,0,0
1622,478,-341,-347,655,6128,0,0
676,1238,375,-474,-939,5346,0,0
-467,962,452,-179,-333,4268,0,0
-1389,488,63,-281,431,3292,0,0
-1868,645,126,-306,1104,2316,0,0
-2209,708,295,-752,1165,1904,0,0
-2371,1290,210,-526,1179,1592,0,0
-2546,1828,33,-252,1145,1181,0,0
-2927,1846,-647,-44,1808,681,0,0
-3627,1216,-1457,1334,3514,243,0,0
-4875,563,-1601,1223,8903,250,0,0
-5963,1787,-1067,1818,13789,-359,0,0
-6449,2635,-1179,5049,15672,-2188,0,0
-6282,501,-2172,3842,12891,-2950,0,0
-5075,449,-1716,1333,11796,-3006,0,0
-2934,2655,-806,2089,11085,-4546,0,0
-1042,2392,-441,3271,9404,-6294,0,0
668,27,60,2750,9020,-4817,0,0
2366,-797,1036,3782,10820,-3863,0,0
3735,-1704,2049,5104,12066,-3916,0,0
4755,-3499,2818,5389,13737,-2728,0,0
5668,-3249,3001,4869,13931,-1569,0,0
5934,-2530,3029,4417,11627,-1524,0,0
5670,-3152,2385,1200,6934,-112,0,0
4980,-2486,1081,-1577,1028,1745,0,0
3732,-2734,-340,214,869,1936,0,0
2939,-3819,-2197,1063,3325,4214,0,0
2306,-2024,-2705,950,3729,5374,0,0
1412,-253,-1359,1461,1693,4419,0,0
981,-765,-301,738,-526,4650,0,0
